"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","maritalstatus","gender","yearlyincome","totalchildren","englishoccupation","datefirstpurchase"
24151,277,"AW00024151","Jon",NULL,"Shan","S","M","20000.00",1,"Clerical","2022-08-30"
24152,234,"AW00024152","Casey","A","Rubio","S","M","20000.00",1,"Clerical","2022-11-23"
24153,209,"AW00024153","Seth","J","Jenkins","S","M","20000.00",1,"Clerical","2022-04-14"
24154,279,"AW00024154","Orlando",NULL,"Ramos","S","M","30000.00",1,"Clerical","2022-03-31"
24155,151,"AW00024155","Tracy",NULL,"Raje","M","F","20000.00",1,"Manual","2022-10-23"
24156,178,"AW00024156","Wesley",NULL,"Zhou","M","M","20000.00",1,"Manual","2022-09-26"
24157,226,"AW00024157","Marie","L","Subram","M","F","10000.00",3,"Manual","2022-05-24"
24158,187,"AW00024158","Omar",NULL,"Deng","S","M","10000.00",3,"Manual","2022-05-16"
24159,20,"AW00024159","Christine","J","Luo","M","F","10000.00",0,"Manual","2021-09-25"
24160,8,"AW00024160","Carl","P","Yuan","S","M","10000.00",0,"Manual","2021-09-26"
24161,4,"AW00024161","Luke",NULL,"Kumar","M","M","10000.00",0,"Manual","2021-10-22"
24162,7,"AW00024162","Grant","S","Raje","M","M","10000.00",0,"Manual","2021-10-12"
24163,33,"AW00024163","Micah","M","Guo","S","M","10000.00",0,"Manual","2021-10-03"
24164,28,"AW00024164","Teresa","D","Gomez","S","F","10000.00",0,"Manual","2021-10-16"
24165,19,"AW00024165","Gilbert",NULL,"Gao","S","M","10000.00",0,"Manual","2021-10-24"
24166,13,"AW00024166","Renee",NULL,"Alonso","S","F","10000.00",0,"Manual","2021-10-14"
24167,36,"AW00024167","Lacey",NULL,"Zhu","S","F","10000.00",0,"Manual","2021-10-04"
24168,39,"AW00024168","Manuel",NULL,"Srini","M","M","10000.00",0,"Manual","2021-10-26"
24169,29,"AW00024169","Lydia",NULL,"Martinez","S","F","10000.00",1,"Manual","2021-10-15"
24170,29,"AW00024170","Jaime",NULL,"Hernandez","S","F","10000.00",1,"Manual","2021-10-08"
24171,29,"AW00024171","Jarrod",NULL,"Chandra","S","M","10000.00",1,"Manual","2021-10-09"
24172,36,"AW00024172","Jessie","A","Hernandez","M","F","10000.00",1,"Manual","2021-10-14"
24173,26,"AW00024173","Lacey",NULL,"Wang","S","F","20000.00",0,"Clerical","2021-10-05"
24174,40,"AW00024174","Keith","A","Chander","M","M","20000.00",0,"Clerical","2021-10-16"
24175,26,"AW00024175","Lacey",NULL,"Luo","S","F","20000.00",0,"Clerical","2021-10-14"
24176,22,"AW00024176","Marie","C","Jimenez","M","F","20000.00",0,"Clerical","2021-10-21"
24177,4,"AW00024177","Gina","F","Gill","S","F","20000.00",0,"Clerical","2021-09-29"
24178,31,"AW00024178","Clifford","M","Sara","S","M","20000.00",0,"Manual","2021-10-26"
24179,6,"AW00024179","Robyn","R","Blanco","M","F","20000.00",0,"Manual","2021-10-22"
24180,138,"AW00024180","Arturo","T","Jai","S","M","20000.00",2,"Manual","2022-09-17"
24181,154,"AW00024181","Edwin",NULL,"Nath","M","M","20000.00",2,"Manual","2022-03-07"
24182,175,"AW00024182","Nancy","L","Lopez","M","F","30000.00",1,"Clerical","2022-10-01"
24183,219,"AW00024183","Ruth",NULL,"Perez","S","F","30000.00",4,"Clerical","2022-05-29"
24184,262,"AW00024184","Alexandra","A","Jackson","S","F","30000.00",3,"Clerical","2022-08-08"
24185,223,"AW00024185","Tara",NULL,"She","S","F","10000.00",1,"Manual","2023-01-05"
24186,262,"AW00024186","Theodore",NULL,"Alonso","S","M","20000.00",1,"Manual","2022-08-05"
24187,269,"AW00024187","Daisy","P","Serrano","S","F","30000.00",3,"Clerical","2022-08-13"
24188,236,"AW00024188","Charles",NULL,"Turner","S","M","20000.00",2,"Manual","2022-07-11"
24189,263,"AW00024189","Andre","D","Suri","M","M","30000.00",3,"Clerical","2022-08-29"
24190,220,"AW00024190","Austin","V","Chen","S","M","20000.00",2,"Manual","2022-06-17"
24191,168,"AW00024191","Marshall","R","He","M","M","30000.00",3,"Clerical","2022-10-10"
24192,237,"AW00024192","Regina","A","Prasad","S","F","30000.00",3,"Clerical","2022-09-15"
24193,245,"AW00024193","Louis","J","Becker","M","M","30000.00",0,"Clerical","2022-09-20"
24194,206,"AW00024194","Armando",NULL,"Martin","M","M","30000.00",0,"Clerical","2022-06-25"
24195,183,"AW00024195","Dawn",NULL,"Zhao","M","F","10000.00",2,"Manual","2022-05-14"
24196,180,"AW00024196","Armando","J","Gill","M","M","10000.00",2,"Manual","2022-07-18"
24197,272,"AW00024197","Whitney","T","Mehta","S","F","20000.00",0,"Manual","2022-09-26"
24198,223,"AW00024198","Chelsea","O","Madan","M","F","30000.00",0,"Clerical","2022-06-12"
24199,260,"AW00024199","Veronica","J","Prasad","M","F","40000.00",0,"Clerical","2022-10-21"
24200,274,"AW00024200","Grant",NULL,"Jai","S","M","40000.00",0,"Clerical","2022-10-28"
24201,207,"AW00024201","Olivia","A","Gonzales","M","F","10000.00",2,"Manual","2022-07-12"
24202,271,"AW00024202","Tamara","L","Black","S","F","20000.00",0,"Manual","2022-08-29"
24203,192,"AW00024203","Keith","W","Xie","S","M","30000.00",0,"Clerical","2022-08-14"
24204,150,"AW00024204","Darren",NULL,"Gonzalez","S","M","30000.00",0,"Clerical","2022-10-23"
24205,117,"AW00024205","Katherine",NULL,"Anderson","S","F","30000.00",1,"Clerical","2022-10-02"
24206,168,"AW00024206","Marie",NULL,"Munoz","M","F","40000.00",0,"Clerical","2022-02-17"
24207,271,"AW00024207","Stacey",NULL,"Guo","M","F","10000.00",2,"Manual","2022-12-15"
24208,196,"AW00024208","Sabrina","S","Diaz","S","F","40000.00",0,"Clerical","2022-08-28"
24209,179,"AW00024209","Chelsea",NULL,"Jordan","M","F","60000.00",0,"Skilled Manual","2022-08-04"
24210,168,"AW00024210","Ricardo",NULL,"Shan","S","M","60000.00",0,"Skilled Manual","2022-03-25"
24211,265,"AW00024211","Sharon","A","Shan","S","F","60000.00",0,"Skilled Manual","2022-10-15"
24212,270,"AW00024212","Tony",NULL,"Raje","S","M","10000.00",3,"Manual","2022-09-07"
24213,266,"AW00024213","Martin",NULL,"Rana","S","M","10000.00",3,"Manual","2022-09-19"
24214,160,"AW00024214","Michele","K","Romero","S","F","20000.00",2,"Manual","2022-10-09"
24215,150,"AW00024215","Lisa",NULL,"Xu","M","F","10000.00",2,"Manual","2022-12-15"
24216,266,"AW00024216","Tara",NULL,"Black","S","F","10000.00",2,"Manual","2022-12-07"
24217,236,"AW00024217","Lauren",NULL,"Morgan","S","F","10000.00",2,"Manual","2022-09-06"
24218,261,"AW00024218","Bryant",NULL,"Lopez","S","M","20000.00",1,"Manual","2022-05-05"
24219,183,"AW00024219","Tina","J","Lopez","M","F","30000.00",1,"Clerical","2022-08-01"
24220,60,"AW00024220","Hunter",NULL,"Edwards","M","M","90000.00",4,"Management","2022-09-23"
24221,301,"AW00024221","Heidi",NULL,"Perez","S","F","130000.00",1,"Management","2022-12-05"
24222,543,"AW00024222","Sierra","L","Green","S","F","40000.00",0,"Skilled Manual","2022-10-03"
24223,545,"AW00024223","Abigail",NULL,"Alexander","S","F","40000.00",0,"Skilled Manual","2022-04-06"
24224,637,"AW00024224","Nicole","L","Perry","S","F","40000.00",0,"Skilled Manual","2022-12-13"
24225,299,"AW00024225","Jeffery",NULL,"Yang","S","M","40000.00",0,"Skilled Manual","2022-08-04"
24226,315,"AW00024226","Brian","L","Morris","S","M","40000.00",0,"Skilled Manual","2022-08-12"
24227,316,"AW00024227","Sara","A","Phillips","S","F","40000.00",0,"Skilled Manual","2022-07-27"
24228,13,"AW00024228","Terry",NULL,"Xu","S","M","20000.00",3,"Skilled Manual","2022-11-11"
24229,37,"AW00024229","Pedro","H","Kapoor","M","M","20000.00",4,"Skilled Manual","2022-05-23"
24230,16,"AW00024230","Andres","C","Sharma","M","M","20000.00",4,"Skilled Manual","2022-08-19"
24231,361,"AW00024231","Makayla",NULL,"Cox","S","F","60000.00",0,"Skilled Manual","2022-12-25"
24232,383,"AW00024232","Ryan",NULL,"Johnson","S","M","60000.00",0,"Skilled Manual","2022-12-18"
24233,383,"AW00024233","Jada","L","Parker","S","F","70000.00",0,"Skilled Manual","2022-11-30"
24234,383,"AW00024234","Eduardo","W","Martinez","S","M","70000.00",0,"Skilled Manual","2022-12-11"
24235,51,"AW00024235","Jill",NULL,"Martinez","S","F","40000.00",0,"Skilled Manual","2020-11-09"
24236,614,"AW00024236","Isabella",NULL,"Nelson","S","F","30000.00",0,"Skilled Manual","2022-05-04"
24237,623,"AW00024237","Chloe",NULL,"Henderson","S","F","30000.00",0,"Skilled Manual","2022-12-15"
24238,299,"AW00024238","Sean","T","Richardson","M","M","60000.00",0,"Skilled Manual","2022-12-19"
24239,329,"AW00024239","Miguel","L","Hernandez","M","M","60000.00",0,"Skilled Manual","2022-12-02"
24240,10,"AW00024240","Edwin",NULL,"Hu","M","M","10000.00",2,"Clerical","2022-12-19"
24241,11,"AW00024241","Colin","D","Zhao","S","M","20000.00",4,"Skilled Manual","2021-10-04"
24242,25,"AW00024242","Amy",NULL,"Zeng","M","F","30000.00",2,"Clerical","2021-10-14"
24243,37,"AW00024243","Karen",NULL,"Lin","M","F","30000.00",2,"Clerical","2022-06-15"
24416,548,"AW00024416","Oscar","A","Jenkins","M","M","90000.00",4,"Professional","2022-08-29"
24244,30,"AW00024244","Anne",NULL,"Serrano","M","F","40000.00",2,"Management","2021-10-15"
24245,21,"AW00024245","Omar",NULL,"Liang","M","M","10000.00",2,"Clerical","2022-12-18"
24246,3,"AW00024246","Victor","D","Ramos","M","M","10000.00",2,"Clerical","2022-05-09"
24247,29,"AW00024247","George",NULL,"Sara","M","M","20000.00",4,"Skilled Manual","2021-10-24"
24248,36,"AW00024248","Jake",NULL,"Lin","S","M","20000.00",4,"Skilled Manual","2021-10-05"
24249,13,"AW00024249","Jesse","D","Howard","S","M","30000.00",2,"Clerical","2021-10-04"
24250,14,"AW00024250","Carmen","E","Suri","M","F","30000.00",2,"Clerical","2021-10-20"
24251,17,"AW00024251","Jay","M","Browning","S","M","30000.00",2,"Clerical","2021-10-15"
24252,19,"AW00024252","Jaclyn",NULL,"Xu","M","F","30000.00",2,"Clerical","2021-10-15"
24253,25,"AW00024253","Fernando","K","Wood","M","M","10000.00",2,"Clerical","2022-10-09"
24254,359,"AW00024254","Emily",NULL,"Washington","S","F","70000.00",0,"Skilled Manual","2022-12-26"
24255,49,"AW00024255","Chloe","J","Lee","S","F","40000.00",0,"Clerical","2022-12-30"
24256,54,"AW00024256","Kayla",NULL,"Barnes","S","F","40000.00",0,"Clerical","2022-03-25"
24257,18,"AW00024257","Alan",NULL,"Shen","M","M","20000.00",2,"Clerical","2021-10-25"
24258,68,"AW00024258","Hailey",NULL,"Edwards","S","F","40000.00",0,"Professional","2022-11-27"
24259,611,"AW00024259","Gavin","J","Price","S","M","40000.00",0,"Professional","2023-01-08"
24260,638,"AW00024260","Blake","D","Perry","S","M","40000.00",0,"Skilled Manual","2022-12-07"
24261,311,"AW00024261","Emma","E","Jones","S","F","60000.00",0,"Skilled Manual","2022-07-12"
24262,331,"AW00024262","Daniel",NULL,"Thomas","M","M","60000.00",0,"Skilled Manual","2022-06-24"
24263,331,"AW00024263","Brooke","P","Brooks","M","F","60000.00",0,"Skilled Manual","2022-07-12"
24264,345,"AW00024264","Richard","A","Long","S","M","70000.00",0,"Skilled Manual","2022-10-13"
24265,347,"AW00024265","Seth",NULL,"McDonald","M","M","70000.00",0,"Skilled Manual","2022-07-21"
24266,9,"AW00024266","Melvin","L","Chander","M","M","20000.00",2,"Clerical","2021-10-01"
24267,27,"AW00024267","Jésus","M","Hernandez","M","M","10000.00",2,"Clerical","2022-06-24"
24268,5,"AW00024268","Meredith","E","Gill","M","F","10000.00",2,"Clerical","2022-05-27"
24269,34,"AW00024269","Todd","D","Lu","M","M","10000.00",2,"Clerical","2022-09-13"
24270,2,"AW00024270","Latasha",NULL,"Ortega","M","F","20000.00",2,"Clerical","2021-10-11"
24271,21,"AW00024271","Leonard","J","Shen","M","M","20000.00",2,"Clerical","2021-10-14"
24272,15,"AW00024272","Martha","D","Wang","M","F","20000.00",2,"Clerical","2021-10-10"
24273,18,"AW00024273","Monique","R","Sanz","M","F","20000.00",2,"Clerical","2021-10-10"
24274,27,"AW00024274","Shaun",NULL,"Shan","M","M","20000.00",2,"Clerical","2021-10-30"
24275,352,"AW00024275","Lucas","L","Rivera","M","M","30000.00",0,"Skilled Manual","2022-02-26"
24276,18,"AW00024276","Kaitlyn","J","Nelson","S","F","20000.00",2,"Clerical","2022-03-08"
24277,4,"AW00024277","Donald","M","Kovár","S","M","20000.00",3,"Clerical","2022-02-23"
24278,22,"AW00024278","Cedric","M","Xu","M","M","40000.00",2,"Skilled Manual","2022-06-01"
24279,26,"AW00024279","Angel",NULL,"Nelson","S","M","40000.00",2,"Skilled Manual","2023-01-12"
24280,15,"AW00024280","Peter",NULL,"Shan","S","M","40000.00",3,"Clerical","2022-07-17"
24281,9,"AW00024281","Marie",NULL,"Suri","S","F","40000.00",3,"Clerical","2021-11-25"
24282,7,"AW00024282","Damien","K","Raji","M","M","80000.00",2,"Skilled Manual","2021-11-23"
24283,27,"AW00024283","Aimee","H","Zheng","S","F","80000.00",2,"Skilled Manual","2021-11-26"
24284,69,"AW00024284","Melissa","R","Sanders","S","F","40000.00",0,"Skilled Manual","2020-10-30"
24285,612,"AW00024285","Jesse",NULL,"Cox","S","M","40000.00",0,"Skilled Manual","2022-07-05"
24286,307,"AW00024286","Kelvin",NULL,"Goel","S","M","40000.00",0,"Skilled Manual","2022-12-18"
24287,307,"AW00024287","John","J","Martinez","M","M","40000.00",0,"Skilled Manual","2022-12-15"
24288,311,"AW00024288","Pedro",NULL,"Gomez","M","M","40000.00",0,"Skilled Manual","2022-10-06"
24289,326,"AW00024289","Robert",NULL,"Gonzalez","S","M","60000.00",0,"Skilled Manual","2022-04-04"
24290,609,"AW00024290","Zoe","L","Bell","M","F","50000.00",0,"Skilled Manual","2022-07-23"
24291,609,"AW00024291","Eduardo","D","Garcia","S","M","50000.00",0,"Skilled Manual","2022-12-09"
24292,325,"AW00024292","Mackenzie",NULL,"Brooks","M","F","50000.00",0,"Skilled Manual","2022-02-13"
24293,336,"AW00024293","Anna",NULL,"Rivera","M","F","50000.00",0,"Skilled Manual","2022-01-28"
24294,547,"AW00024294","Luis",NULL,"Yang","S","M","50000.00",0,"Skilled Manual","2022-09-12"
24295,352,"AW00024295","Natalie",NULL,"Barnes","S","F","60000.00",0,"Skilled Manual","2022-12-09"
24296,322,"AW00024296","Amanda","A","Gonzalez","S","F","70000.00",0,"Professional","2022-12-01"
24297,329,"AW00024297","Victoria","C","Cox","M","F","60000.00",0,"Professional","2022-02-16"
24298,352,"AW00024298","Robert",NULL,"Yang","M","M","60000.00",0,"Professional","2022-03-12"
24299,315,"AW00024299","Andrea","K","Gray","S","F","60000.00",0,"Professional","2022-03-14"
24300,35,"AW00024300","Naomi","E","Gomez","S","F","80000.00",2,"Skilled Manual","2021-11-20"
24301,31,"AW00024301","Tasha","L","Rai","S","F","70000.00",2,"Skilled Manual","2021-10-30"
24302,18,"AW00024302","Cesar","J","Kapoor","M","M","70000.00",2,"Skilled Manual","2021-11-03"
24303,19,"AW00024303","Megan","A","Diaz","S","F","70000.00",2,"Skilled Manual","2021-11-26"
24304,9,"AW00024304","Beth",NULL,"Serrano","S","F","100000.00",1,"Management","2021-11-24"
24305,30,"AW00024305","Warren","L","Chow","S","M","100000.00",1,"Management","2021-11-21"
24306,16,"AW00024306","Molly","W","Chandra","M","F","100000.00",1,"Management","2023-01-26"
24307,9,"AW00024307","Tina",NULL,"Sara","S","F","100000.00",1,"Management","2021-11-26"
24308,553,"AW00024308","Destiny",NULL,"Sanders","S","F","80000.00",0,"Management","2022-12-26"
24309,65,"AW00024309","Ethan",NULL,"Williams","M","M","50000.00",0,"Professional","2020-11-20"
24310,64,"AW00024310","Gabrielle","D","Peterson","S","F","50000.00",0,"Professional","2020-11-02"
24311,612,"AW00024311","Geoffrey","M","Patel","S","M","60000.00",0,"Professional","2022-12-15"
24312,616,"AW00024312","Austin","T","Martin","S","M","60000.00",0,"Professional","2022-07-26"
24313,542,"AW00024313","Taylor","L","Brooks","M","F","60000.00",0,"Professional","2022-05-18"
24314,314,"AW00024314","Bryan",NULL,"Howard","M","M","120000.00",2,"Management","2022-03-17"
24315,316,"AW00024315","Edward","J","Scott","M","M","130000.00",0,"Management","2022-05-16"
24316,326,"AW00024316","Rachel","J","Diaz","S","F","130000.00",0,"Management","2022-11-01"
24317,345,"AW00024317","Devin",NULL,"Thomas","S","M","130000.00",0,"Management","2022-02-20"
24318,359,"AW00024318","Luis","F","Long","M","M","130000.00",1,"Management","2022-04-25"
24319,626,"AW00024319","Benjamin",NULL,"Clark","M","M","70000.00",2,"Skilled Manual","2022-11-12"
24320,536,"AW00024320","Joshua","J","White","S","M","70000.00",2,"Skilled Manual","2022-08-10"
24321,635,"AW00024321","Gabriel",NULL,"Scott","S","M","40000.00",0,"Professional","2022-12-06"
24322,62,"AW00024322","Alexandra",NULL,"Evans","M","F","60000.00",4,"Skilled Manual","2022-09-02"
24323,336,"AW00024323","Janet","E","Wright","S","F","60000.00",5,"Skilled Manual","2022-12-05"
24324,315,"AW00024324","Jennifer","B","Reed","S","F","60000.00",4,"Skilled Manual","2022-12-20"
24325,383,"AW00024325","Jason","M","Perry","M","M","60000.00",4,"Skilled Manual","2022-12-08"
24326,553,"AW00024326","Adam",NULL,"Bryant","M","M","60000.00",4,"Skilled Manual","2022-12-17"
24327,648,"AW00024327","Evan",NULL,"Rogers","M","M","60000.00",4,"Skilled Manual","2022-12-25"
24328,343,"AW00024328","Melissa","L","Simmons","S","F","60000.00",4,"Skilled Manual","2022-12-17"
24329,547,"AW00024329","Abigail","D","Cooper","S","F","70000.00",4,"Professional","2022-12-20"
24330,307,"AW00024330","Jessica","S","Bennett","S","F","70000.00",4,"Professional","2022-12-04"
24331,329,"AW00024331","Carson",NULL,"Powell","S","M","70000.00",0,"Professional","2022-12-01"
24332,53,"AW00024332","Abigail",NULL,"Thompson","M","F","60000.00",3,"Professional","2020-11-13"
24333,612,"AW00024333","Ann","D","Prasad","S","F","70000.00",1,"Professional","2022-12-02"
24334,347,"AW00024334","Alexa",NULL,"James","M","F","70000.00",1,"Professional","2022-12-12"
24335,626,"AW00024335","Richard",NULL,"Wright","S","M","70000.00",1,"Professional","2022-12-04"
24336,545,"AW00024336","Gabrielle",NULL,"Wright","S","F","70000.00",1,"Professional","2022-12-18"
24337,614,"AW00024337","Noah",NULL,"Alexander","M","M","70000.00",1,"Skilled Manual","2022-12-16"
24338,301,"AW00024338","Shannon","D","Zeng","S","F","40000.00",4,"Skilled Manual","2022-12-23"
24339,345,"AW00024339","Jennifer","J","Price","S","F","40000.00",4,"Skilled Manual","2021-12-28"
24340,352,"AW00024340","Chloe","K","Clark","S","F","40000.00",4,"Skilled Manual","2022-02-24"
24341,312,"AW00024341","Wyatt","M","Jones","M","M","60000.00",1,"Skilled Manual","2022-02-24"
24342,66,"AW00024342","Evan","W","Campbell","M","M","60000.00",1,"Skilled Manual","2020-11-06"
24343,322,"AW00024343","Tyler","L","Harris","M","M","40000.00",4,"Skilled Manual","2022-03-08"
24344,49,"AW00024344","Wayne","S","Chander","S","M","50000.00",0,"Skilled Manual","2020-11-13"
24345,552,"AW00024345","Riley","S","Cox","S","F","60000.00",0,"Professional","2022-03-14"
24346,302,"AW00024346","Giorgio",NULL,"Veronesi","M","F","60000.00",0,"Professional","2022-04-23"
24347,311,"AW00024347","Tina","M","Madan","S","F","60000.00",0,"Professional","2022-04-06"
24348,311,"AW00024348","Ruben","K","Gomez","S","M","60000.00",0,"Professional","2022-04-14"
24349,359,"AW00024349","Jill",NULL,"Patterson","S","F","60000.00",0,"Professional","2022-04-03"
24350,322,"AW00024350","Eduardo",NULL,"Simmons","S","M","40000.00",2,"Clerical","2022-05-03"
24351,314,"AW00024351","Brandon",NULL,"Yang","M","M","60000.00",1,"Skilled Manual","2022-04-06"
24352,626,"AW00024352","Natalie",NULL,"Cox","M","F","60000.00",1,"Skilled Manual","2022-05-19"
24353,358,"AW00024353","Andrea",NULL,"Ramirez","M","F","60000.00",1,"Skilled Manual","2022-05-05"
24354,368,"AW00024354","Bailey",NULL,"Cook","M","F","60000.00",1,"Skilled Manual","2022-04-30"
24355,302,"AW00024355","Jennifer","F","Johnson","M","F","60000.00",4,"Professional","2022-05-15"
24356,301,"AW00024356","Wesley","J","Zhang","S","M","80000.00",2,"Professional","2022-12-22"
24357,300,"AW00024357","Eric","N","Baker","M","M","60000.00",3,"Professional","2022-05-13"
24358,361,"AW00024358","Kevin","D","Green","M","M","60000.00",1,"Professional","2022-05-24"
24359,383,"AW00024359","Zachary",NULL,"Shan","S","M","60000.00",1,"Professional","2022-05-05"
24360,14,"AW00024360","Carolyn","C","Diaz","S","F","60000.00",2,"Professional","2021-11-04"
